timestamp,signal_1,signal_2,signal_3,signal_4,signal_5,signal_6,signal_7,signal_8,signal_9,signal_10,signal_11,signal_12,signal_13,signal_14,signal_15,signal_16,signal_17,signal_18,signal_19,signal_20,signal_21,signal_22,signal_23,signal_24,signal_25,signal_26,signal_27,signal_28,signal_29,signal_30,signal_31,signal_32,signal_33,signal_34,signal_35,signal_36,signal_37,signal_38,signal_39,signal_40,signal_41,signal_42,signal_43,signal_44,signal_45,signal_46,signal_47,signal_48,signal_49,signal_50,signal_51,signal_52,signal_53,signal_54,signal_55,signal_56,signal_57,signal_58,signal_59,signal_60
01/01/2025 00:00:10:000,0.7923168027456068,0.35208057042242913,0.19516419576327038,-0.779546302,0.028688743379360226,-0.398018866,0.6151352220730778,1.1413882156888342,0.5542056145370436,-0.148163291,-0.738289476,-0.538625621,0.8003774426997364,0.7222355785085931,1.2148168835863127,-0.014927904,-0.732731867,0.3917576936692625,-0.269101381,0.5943752274847588,1.373684761,-0.544158613,-0.973274932,-1.07607264,-0.958438058,1.1487591619708715,1.5020672831236683,-0.017002408,0.3656845805160397,-0.171355061,-0.376761689,0.990334259,0.9044482545938017,-0.703095867,-1.228427085,-1.193530561,-1.714410047,0.47861288344075736,1.1348155369006463,0.16418212355188233,0.077665674,-0.852717118,-0.744741221,-0.441730796,1.2745577403311208,0.8343908826124053,0.1724799988076125,-0.281947856,-0.173180944,-0.538303654,1.1738049835662345,0.6383351255440006,-0.488930654,-0.769612548,-1.546686547,-0.245156056,0.7576063502400444,0.802219252,0.9851643980080125,-0.30719314
01/01/2025 00:00:11:000,0.505611212,0.38943252611636703,-0.20994961,-1.259705187,-0.5253898,-0.315179421,0.45936935515625743,1.5645143681367502,0.7575533272932461,-0.361563366,-1.151255098,-0.06347569,1.3138255605802314,0.24686035379868354,-0.007320658,0.15878196307626224,-1.26264731,-1.428299346,-0.270053614,1.3852576584657257,0.19196217462914256,0.551890351,0.3570851805949298,-0.837655673,-0.018269611,1.1884225322712714,0.7877963052388022,-0.526544266,-0.322695237,-1.141811861,0.5321483753479284,1.429937122435279,0.4648014841076682,0.324168937,-0.059117033,-1.097413501,-0.01087517,0.12888864638371308,0.9628125361243951,1.510531389164319,0.20335758588551758,-1.087148187,-0.929846728,0.41942961845852916,0.531158584,0.7709154299198991,-0.335280691,-0.960699671,-0.967457132,-0.165950191,1.2376118094247683,1.3525133678041485,0.8528186865597535,-0.702002817,-0.560541914,0.3328362445480896,0.17212626593530977,0.4099110747482698,0.49945823527144684,1.2379971817260698
01/01/2025 00:00:12:000,1.6423396987102752,1.0274294715185974,0.001607865,-1.086561721,-0.84521949,-0.274465401,0.7869971336853777,0.7476784719803563,0.033805481,0.051962349630281124,-0.974023789,-1.666118741,0.7888731582627138,0.3972804539918764,0.5062314973053329,-1.352115617,-0.524827408,-0.975392389,-0.340621127,0.20242577048913424,1.1352291634605691,0.6953450478881459,-0.98816479,-0.999212134,-0.176884878,0.9707719936232311,0.9459186438707854,0.098546874,-0.528332017,-0.409685245,-0.11954604,0.3950810321414486,0.27814486717246967,0.28014513992107626,-0.244312249,-0.757898641,-1.156784049,0.4112896226993125,1.845385454667096,0.5681723556002806,-0.106522236,-0.425786281,-0.309145884,0.5008269143213115,2.401420171450214,1.1374452269512814,0.29500074479528715,-0.756192539,-0.860425993,-1.338228058,1.2108485424779878,0.15038601049295486,0.7346850638856611,-1.306306736,-1.761832897,-1.329647712,0.33752160526918146,1.6640355753486036,0.8258593347638499,1.2884408542367518
01/01/2025 00:00:13:000,1.1312433461375573,0.9660386554228735,0.28404844850744726,-0.253358324,-0.09216886,-0.86567514,0.3092515311131769,0.24314815657151423,1.349376514,-0.038466317,-0.816498421,0.29537552394361966,-0.15353511,2.2513756319674014,1.215789396563415,-0.631647305,-0.253654289,0.089969285,-0.349516492,1.3263777213055747,1.255937184,-0.576721272,-0.928248786,-1.337819138,0.41293729638686577,0.886498208,0.060649001,-0.031156562,-0.702375005,-0.44288585,-1.181873262,0.5338953094364017,1.7095516772070154,1.1757886344357087,-1.146960394,-0.2577811,-1.169431071,0.15539039571210916,1.8715765426630369,1.5544017880511174,0.2221573156002682,-0.580873967,-0.897847099,-0.56474788,0.9407108277144945,0.6710594875817602,-0.032977998,-1.776220143,-2.017150996,-0.965584818,1.0089885102665468,0.8071433969292858,-0.29896816,-1.036030064,-1.278828768,-0.518784871,0.8350468956715085,1.5547698307350228,1.0054719067825195,0.009472706
01/01/2025 00:00:14:000,1.3085449481780351,1.0361011326854825,1.0089375650664498,-0.842875156,-0.901657137,0.6303852672805786,0.6845350023197171,1.2962524686588965,0.22444587261380555,-0.078570733,-0.619155198,-0.855386451,-0.14215017,1.554091400577967,1.4528448372508405,0.016835943,-0.209473589,-0.0682479,-0.309349931,0.816771973,0.8767471532223271,0.18144903402255483,-1.16862547,-0.979105627,-0.459448561,1.07288511,1.3862710012541037,0.47421152443628317,-0.070555891,-1.783205438,-0.427748309,0.9719832040789076,1.6422754204047518,0.48017914,0.5646903433500088,-1.344371247,-0.992339206,-0.112593397,0.7665353756799478,1.168442893459862,-0.597256579,-0.667044295,-2.017187555,-0.30792579,0.6158637535190244,0.20007744282607565,-1.037981439,-0.781054239,0.18201955102050194,0.5077147339315905,0.7607783210398935,1.2655954491470989,0.047071243,-1.220263035,-1.34383662,-1.326414157,0.2603914056881205,1.433474399231815,0.48221541175212634,-0.545024872
01/01/2025 00:00:15:000,0.3156434836718216,1.6038693568604956,0.37030380461782886,-1.092850212,-0.936959917,-0.217588007,-0.276647546,1.0843117956430806,1.1794266986028776,0.073487696,-0.719780884,0.373098636,0.4472262033618879,0.072419066,0.39843859319892033,-0.242071522,-0.606090847,-0.918783108,-0.418408437,0.7537413970108197,0.2785394700428281,1.0303747577783027,-0.789260782,-0.58852553,-0.557503667,0.7515173815226592,1.1501584545041523,0.7928293340901986,-0.116761593,-0.505238787,-0.010878586,0.7598534093740636,0.6361442530821921,0.2517781781908745,0.3303471973660445,-1.483171418,-1.284887129,0.22886175795250502,0.6788413388594816,0.7154653938321366,0.081473109,-0.890597393,-1.031143311,-0.13251268,0.1879534029001949,1.5291742157447348,0.44412676605634877,-1.037584023,-0.710413732,-0.048959019,0.4749018052173898,0.9770574987258376,0.9618252527946307,-0.654849477,-1.96982624,-0.541572677,0.978864812,0.7027641518986261,0.5650175516185431,0.05409652
01/01/2025 00:00:16:000,1.5518867004402528,0.6103076808650025,0.05651887,-0.694644686,-2.028626683,0.005832875,0.8857894156064816,0.9744323934357234,0.7882150548909652,-0.123337823,-1.571040678,-1.043252599,1.152324425851011,1.4230014715396713,0.7612357727994146,-0.495674218,-0.655226701,-0.440670704,-0.56453472,0.6998457161628938,1.7783856079151061,-0.748904284,-0.593209926,-1.554000338,-0.296459782,0.8826129326139659,0.6735604233750356,0.9472027874142094,-0.699625199,-1.267184958,-0.62040285,0.7146726965039915,1.2975718465519586,0.718553146,-1.33700564,-0.686253773,-0.198086975,0.6030256956381617,0.9202391988985297,1.291934014522063,-1.077019164,-0.843926831,-0.505606914,0.5101173575917007,0.8726572125766241,0.35044105160335903,-0.050185357,-0.230875473,-0.832600099,-0.513496018,0.707882356,0.8662652114793394,-0.052956758,-0.378265966,-1.382275018,-0.718439411,0.23918097240893801,0.33741007103673837,0.6136647615971587,-0.06062955
01/01/2025 00:00:17:000,0.15663610835202768,1.1658164873261487,-0.628637114,-1.397018249,-1.377114124,-0.287251868,1.1384295386313439,1.0243654817732204,1.5250055265999487,-0.775759215,-1.376921313,-0.465081558,0.080298527,1.3877948189502187,0.5525372825610037,-0.103140013,-1.101829068,-0.545468365,-0.18606547,0.752668262,0.42940342178431945,0.34981307981517334,-0.56026164,-1.575725707,0.5850599292706493,0.8296188985768866,1.1109332858214143,0.19626177564388192,-0.475572517,-0.764670056,-0.441776258,-0.293605746,0.8643890900588991,0.39359959921076354,0.19965326893840352,-1.390602473,-0.706729235,0.5966326513494568,-0.105409125,0.704512975,-0.781110975,-0.61691588,-1.370971145,-0.283184926,1.4573156404613667,0.4206154371703811,0.7930630675606912,-1.581848227,-0.923409536,-0.973377226,0.8764419033431232,0.8131688716335373,0.8269399557058232,0.09487826,-1.360550845,-0.580585462,-0.64174423,0.13881852838670217,0.6164597527605139,-1.55868461
01/01/2025 00:00:18:000,0.8454654889460061,0.61136074,0.8103826111917263,-1.806487901,-0.985299779,-0.011170779,0.12228693200791219,1.3241938323659137,0.21429828973281612,-0.403616388,-0.405644681,-0.539881028,0.3533039208058016,1.8895720593004648,0.5879856956976833,-0.816806397,-0.513362452,-0.53505075,0.494388833,0.1322524809294794,0.8814233946110557,-0.591588523,-1.578579115,-0.917399276,-0.361008082,0.038388549559789875,0.4064922499769328,0.6120817054965964,-0.308008092,-1.132653469,-1.533207038,0.6496990466650874,1.5374586627090485,0.006547169,-0.250684551,-0.745737307,-0.658523379,0.5003275617546386,1.0524306341282879,0.8001574231677516,0.30939375181377726,-0.314249263,-0.247525283,0.5127486656432713,0.6582276017886335,1.3060814040492912,0.012865915760724767,-1.35669792,-0.332198095,-0.449065127,0.6821428934994449,1.840181955153363,0.7298392407176801,-0.424363027,-2.297000565,-0.80136328,0.35096249698428783,1.730405761373925,1.125697840151734,-0.311567558
01/01/2025 00:00:19:000,1.0463160966385459,1.1810966430488954,-0.428123172,-0.469372011,-0.622022522,-0.328577624,0.433426725,0.8444406493001607,0.12417370471254652,-0.940399044,-1.575318221,-0.047986887,-0.606855669,0.8567710312430753,0.2448593526056943,-0.922255172,-1.115043364,-1.197950822,0.8968979266201131,1.5641605954604596,1.7170232697894046,-0.443944411,-0.255998839,-0.315917247,-0.205348177,1.1252267966096199,1.6137786506335985,0.7639857828476125,-0.447365759,-0.701097957,-0.511234947,-0.503207626,0.7606422137039598,0.7707299472603126,-1.072096279,-0.431917365,-0.244133187,0.9019281703474555,1.0080508143172786,0.6411990793758007,0.063941733,-1.448886533,-0.737540436,0.6941848653471914,0.7394076685995405,0.026360751128432502,0.5716398100827567,0.5246396528291216,-0.537374978,0.5540522296035253,0.8804742822021147,1.3063050500104705,0.720554572,-0.852721432,-1.133160543,-0.784652952,0.6720998792206204,2.133265033415163,0.5833789618989319,-0.916533247
01/01/2025 00:00:20:000,0.5433759570337993,0.2572701027576879,0.2963000416089674,0.33419378223696417,-1.139861982,-0.111972541,0.039255001,0.7918535932275079,1.018552334880623,-0.555745773,-1.392828959,-0.633955191,0.38648944064347207,0.6256617763449199,1.2189439782608043,-0.587512577,-0.541047857,-1.528634799,-0.340266446,1.0102671793612241,0.6007925242428145,0.77158274,-1.096863567,-0.256163393,0.044643525544243445,1.0779152933597869,0.092849683,1.2516472815453745,-0.092192855,-1.361782442,-0.187652419,0.37145179422916064,0.779427216,0.7218601319499004,-0.584943843,-1.504976405,-0.337983998,0.18496317449439073,0.5134571773315659,0.9877453623789938,0.5199021,-1.085733082,-1.94317024,-0.849082754,0.9446310447088208,0.8636395887539023,1.1908690169746046,-0.619803229,-0.399744516,-0.775019238,0.7740751954691778,0.6475356473005085,-0.01224482,-0.181404751,-0.650977793,-0.595008301,1.3544120838544518,1.2156836258474195,0.23714770297685728,-0.563325852
01/01/2025 00:00:21:000,1.1948311282106427,1.192921014635964,-0.266436826,-0.398063647,-1.320871551,-0.114348381,0.880595224,0.5339056533036973,1.1342390964763722,0.15550768388979486,-1.399563855,-0.404697004,0.063272427,1.809178622420185,0.20278718169365495,0.3505033982439322,-0.50852196,-1.234155424,-0.721569787,1.0409688385845461,0.9283567113762656,-0.423394639,-0.463436287,-1.482283925,-0.042811495,1.8509977486553364,1.3462486717369404,-0.117874957,-1.214726361,-0.345959776,-0.037928867,0.9437354920774155,0.9719886539672585,0.46431805922896396,-0.515666782,-1.764783311,-0.195522874,0.41056221096480766,0.16031100653812358,0.7606661051120658,0.099433852,-0.927095092,-0.647154471,-0.177414109,1.9975035119529592,0.48303498319024935,0.23505117482464588,-1.25662421,-1.156127044,-0.062511215,0.9614995889565877,1.0190098572068806,0.18297962061517817,-0.42504975,-1.001733269,-0.201595736,0.6768428182271421,0.4436804975741031,0.7302592100918097,-0.858348275
01/01/2025 00:00:22:000,1.5818335796096248,0.7283480530789541,1.0664676780316054,-0.417819548,-0.765784195,0.012572462564289899,0.828619288,0.8300530121580829,0.5009580166780044,-1.415064878,-0.59253271,-0.725539882,0.3592112808825671,1.0956137637703032,0.7521164319153336,0.18878262706950577,-0.541194039,-1.588801644,0.20457813463916402,0.7039732437587006,1.1246164930782048,0.6226659052899295,-0.948458936,-0.594448561,0.21867532322275587,1.2426376238591597,0.5031179780938125,-0.036486328,0.007569067,-0.904488002,-0.707281684,-0.021016367,0.2598739865952926,0.8564071113176446,-0.511921409,-0.992161642,-0.511240189,-0.098298712,0.8096192496578628,1.061967048672565,-0.849215146,-0.997787177,-0.579992028,0.44887038971352616,0.3159097659414719,0.4843589829286077,-0.601334713,-0.656894235,-1.270324546,0.010333956462676486,1.4047860511637906,0.9184580530315268,0.12427279625648752,0.035075114916827244,-1.093423627,-1.084509909,-0.07378445,1.8858573718551392,1.265583051,0.1323528880807998
01/01/2025 00:00:23:000,0.5552841741453487,1.1556809917798863,-0.689148271,-0.689546586,-0.714337288,-0.961539461,0.7534571131516823,-0.400225782,0.096362358,-0.60610022,-0.501951589,-0.401288962,0.5535207500352542,0.3410213586072307,0.1505515742690156,-0.493531044,-0.316286441,-0.942190518,-0.232545737,0.7183278829382189,1.1033555926503742,-0.207584171,0.18284455990124793,-1.30134622,0.2937767466778025,1.3234171073272591,1.4663102052981332,0.086700031,-0.673590188,-0.993012096,-0.052636818,0.1201990567002802,1.0447459366381195,0.6094815422863634,-0.663257546,-1.658249043,-0.024734127,-0.456656196,0.18814293187952968,1.0217730432387178,0.081747335,-1.555792487,-0.481682145,-0.976794623,0.4492346758503772,0.8254581861749479,0.006237093,-0.400235457,-0.727488869,0.18601708966016073,1.206975208545054,1.355897685498463,-0.000341363,-0.323509227,-1.015831459,-0.494157533,-0.165413764,1.2014479377895488,0.9256191867073374,-1.222636492
01/01/2025 00:00:24:000,0.7046568312871135,0.3156000774424508,-0.604555785,-1.109746088,-0.258855016,0.33796481994119637,0.7151771878134029,1.473484392565246,0.025301414383709198,-1.115555472,-1.185630962,-0.618083398,0.003578169,1.3382388574061994,0.7094054417506847,0.801582278,-0.718683098,-0.842963539,0.14465903243790168,0.9744844106720256,1.429367515400115,0.7121775350943191,-0.47911579,-0.821815782,0.27283550479358554,1.032195796129964,0.688420678,0.15965990638672722,-0.238283805,-0.398277943,-0.82007968,0.42568423148706197,1.687437367698717,1.7243543033835989,-0.81429424,-0.484992633,-0.733113493,0.2518996212802692,1.2546576026855485,-0.306463602,-0.684297985,-0.377868109,-0.489751867,-0.023038672,0.5641226978765237,0.6532500622347297,0.5751901203836107,-0.475861426,-0.60708025,-0.464514861,0.11668322887623184,1.0449708613950015,0.7174112029832049,-0.391273215,-0.795863472,-0.222712142,-0.053619325,0.9726280479848051,1.5915190492506799,-1.385125648
01/01/2025 00:00:25:000,1.287926349261203,0.653156896,-0.032963586,-0.212454102,-1.612627157,-0.524653952,0.4585535616101024,0.36812522956042915,0.5723396473623266,-1.10991418,-1.094269948,0.4690918258160026,1.122032790610012,1.5095747827404176,0.5006220705016755,-0.108727295,-0.69963604,-0.009235842,0.8002313346219563,0.5144892579977922,1.0375286926206508,-0.37468287,-1.275586569,-0.303535434,-1.633063298,1.0569666301611138,1.4160860620272813,0.20416351581855685,-0.47101809,-1.683367628,-0.713089175,0.081491041,0.8275869374929459,0.41894649417908203,-0.185339948,-0.510019236,-0.452834767,-0.883111096,0.4620946940022229,1.329164029603264,0.3871511712162804,-0.611686846,-1.63232935,-0.262111798,1.2174702550163676,0.8582821863462646,0.12499606071181717,-0.361057367,-1.260928067,-0.165626249,0.6207614649159908,0.714221542,0.2789701199288669,-0.891515801,-1.084333282,-0.312473392,1.1177473451018436,1.0116609558504208,1.3526885530938935,-1.295927975
01/01/2025 00:00:26:000,1.0074480667946806,0.9418510649420169,0.8771747106820482,-1.820504765,-0.283075076,-0.409376626,2.0405370187528904,1.8257050007922055,0.44194411115287185,-1.319758454,-0.887823665,-1.137932621,1.2850973870380984,0.9746220107225111,0.447019296,-0.445978205,-1.25607977,-1.25533771,0.27553313794431245,1.6917236026196856,0.8413613059863293,0.16691858483365649,0.15940310175236272,-0.613810739,-0.493220138,0.7228276378201466,0.5766401332301945,0.251875787,-0.686396325,-1.780913041,-0.370014974,0.5154741937475862,1.5309084282889058,0.9304703644901842,-0.632414101,-0.544468684,-0.530742701,0.5228068609644326,0.4045573581191688,0.5869403924105077,0.18055772058853412,-0.569110254,-0.773241656,0.3578921024373689,0.6993518333210412,0.3633427051595336,0.7658510767592395,-1.208611738,-0.410101517,-0.088495534,0.055393478,1.0326692579665604,0.43693688961165356,-0.65162803,-2.160545533,-0.750099109,0.058309027122763424,0.28641489524587926,0.8188482356400597,-0.963280603
